poblacion_canton,superficie_canton,densidad_poblacion,urbano,sexo,dependencia_demografica,ocupa_vivienda,promedio_ocupantes,vivienda_buen_estado,vivienda_hacinada,alfabetismo,escolaridad_promedio,educacion_regular,fuera_fuerza_trabajo,participacion_fuerza_trabajo,asegurado,extranjero,discapacidad,no_asegurado,porcentaje_jefatura_femenina,porcentaje_jefatura_compartida,edad,voto_primera_ronda,voto_segunda_ronda,es_entrenamiento,prediccion_r1,prediccion_r2,prediccion_r2_con_r1
254886.0,388.42999267578125,656.1954658654562,1,2,0,0,3.4939262262081603,2,2,1,8.685943796898169,43.175358199431436,0,1,1,1,1,0,28.237106095300565,7.612,19,2,2,True,12.0,1.0,1.0
125962.0,2403.489990234375,52.40795697581285,1,2,0,0,3.4581930570119765,2,2,1,1.0,6.901055672510995,0,1,1,1,1,0,26.491717949413143,6.253104,29,12,2,True,12.0,1.0,1.0
94415.0,1765.7900390625,53.468984370376894,1,1,0,0,3.5168004200105,2,2,1,1.0,8.668950534759404,0,1,1,1,1,0,32.681429997412245,4.432611,44,12,1,True,12.0,1.0,1.0
115019.0,1842.3299560546875,62.43127058863596,1,2,0,1,3.438756470446611,1,1,1,1.0,7.345052928052697,0,1,1,1,1,0,29.885942823285212,4.812207,49,2,1,True,12.0,1.0,1.0
147898.0,287.7699890136719,513.9451841622491,1,2,0,1,3.8001191154383966,1,1,1,1.0,9.1931858511772,0,1,1,1,1,0,28.695346089055352,6.4244650000000005,39,13,2,True,12.0,1.0,1.0
147898.0,287.7699890136719,513.9451841622491,1,2,0,1,3.8001191154383966,1,1,1,8.973074648053807,51.863826550019205,0,1,1,1,1,0,28.695346089055352,6.4244650000000005,24,7,2,True,12.0,1.0,1.0
38453.0,933.9099731445312,41.174204265670745,1,1,0,0,3.5,2,2,1,1.0,6.6048256285482685,0,1,1,1,1,0,24.64648295866577,7.772494999999999,39,6,2,True,12.0,1.0,1.0
39150.0,1753.9599609375,22.32092001636921,1,1,0,0,3.374654457498272,2,2,1,1.0,6.850897886476325,0,1,1,1,1,0,27.73778267129653,6.643055,44,7,1,True,12.0,1.0,1.0
288054.0,44.61999893188477,6455.7150805792835,1,2,0,0,3.4999816856525405,2,2,1,1.0,9.526969814861669,0,1,1,1,1,0,39.64385125972442,6.866658999999999,50,2,1,True,12.0,1.0,1.0
55104.0,1312.27001953125,41.99135786069658,1,2,0,0,3.3072394112346046,2,2,1,1.0,6.22249960992354,0,1,1,1,1,0,31.738437001594814,4.920397,34,6,1,True,12.0,1.0,1.0
208411.0,118.26000213623048,1762.3118234000995,1,2,0,0,3.6174352715543545,2,2,1,8.918121558058957,45.39049564941696,0,1,1,1,1,0,34.17792792792755,6.911341999999999,24,12,1,True,13.0,1.0,1.0
254886.0,388.42999267578125,656.1954658654562,1,1,0,1,3.4939262262081603,1,1,1,8.685943796898169,43.175358199431436,0,1,1,1,1,0,28.237106095300565,7.612,19,13,1,True,12.0,1.0,1.0
25460.0,127.19000244140624,200.1729657307687,1,1,0,0,3.4059154175588864,2,2,1,8.534094574543563,50.4241281809613,0,1,1,1,1,0,22.9196697680514,8.471627,19,7,1,True,12.0,1.0,1.0
21633.0,12.149999618530273,1780.4938830621,1,1,0,0,3.5867576110464148,2,2,1,10.272720588235275,50.47585477617209,0,1,1,1,1,0,28.640076886112453,10.5806,24,12,2,True,12.0,1.0,1.0
43953.0,1580.6700439453125,27.806562266653966,1,1,0,1,3.8101232852925855,1,1,1,1.0,6.9002369778355845,0,1,1,1,1,0,24.94868286007523,7.709672,50,12,1,True,12.0,1.0,1.0
36243.0,53.209999084472656,681.1313780040292,1,2,0,0,3.5846443059265853,2,2,1,1.0,8.646221457915388,0,1,1,1,1,0,24.59908640295456,7.954883000000001,50,7,2,True,12.0,1.0,1.0
65206.0,15.949999809265135,4088.1505191067604,1,2,0,0,3.396949754517915,2,2,1,1.0,9.64784487089326,0,1,1,1,1,0,35.21783700666321,8.461297,34,7,1,True,12.0,1.0,1.0
40660.0,53.79999923706055,755.7620925018721,1,1,0,1,3.589141794349482,1,1,1,10.132056743455069,50.7479644006818,0,1,1,1,1,0,27.421448974292307,9.485431,24,7,1,True,12.0,1.0,1.0
125962.0,2403.489990234375,52.40795697581285,1,2,0,0,3.4581930570119765,2,2,1,6.877944588718032,32.919405892378826,0,1,1,1,1,0,26.491717949413143,6.253104,24,12,2,True,12.0,2.0,2.0
147898.0,287.7699890136719,513.9451841622491,1,1,0,0,3.8001191154383966,2,2,1,1.0,9.1931858511772,0,1,1,1,1,0,28.695346089055352,6.4244650000000005,50,6,2,True,12.0,1.0,1.0
19640.0,638.3900146484375,30.764892227858205,1,2,0,1,3.2555666334330344,1,1,1,1.0,6.219211822660111,0,1,1,1,1,0,24.848186443459692,9.521436,50,12,2,True,12.0,1.0,1.0
80566.0,1018.6400146484376,79.09172901263425,1,2,0,0,3.4448306939616327,2,2,1,1.0,8.569971847221291,0,1,1,1,1,0,28.35305512275248,8.282906,50,2,1,True,12.0,1.0,1.0
26294.0,162.0399932861328,162.2685823836689,1,2,0,0,3.376638396299152,2,2,1,8.969219894615094,48.75866050808322,0,1,1,1,1,0,28.667598120157503,10.08738,19,12,1,True,12.0,1.0,1.0
208411.0,118.26000213623048,1762.3118234000995,1,2,0,1,3.6174352715543545,1,1,1,8.918121558058957,45.39049564941696,0,1,1,1,1,0,34.17792792792755,6.911341999999999,19,7,2,True,7.0,1.0,1.0
57743.0,411.9100036621094,140.1835339919705,1,2,0,1,3.9366880897032677,1,1,1,1.0,6.928963830935812,0,1,1,1,1,0,25.955160520031928,4.868043,50,6,1,True,12.0,1.0,1.0
254886.0,388.42999267578125,656.1954658654562,1,2,0,1,3.4939262262081603,1,1,1,1.0,8.334124862613312,0,1,1,1,1,0,28.237106095300565,7.612,29,2,1,True,12.0,1.0,1.0
208411.0,118.26000213623048,1762.3118234000995,1,2,0,0,3.6174352715543545,2,2,1,1.0,9.719455650223422,0,1,1,1,1,0,34.17792792792755,6.911341999999999,44,7,2,True,12.0,1.0,1.0
28644.0,216.8000030517578,132.12176935791678,1,1,0,1,3.3899229401304085,1,1,1,1.0,8.00347977381464,0,1,1,1,1,0,26.577527562749253,8.097214,34,7,1,True,12.0,1.0,1.0
40660.0,53.79999923706055,755.7620925018721,1,2,0,1,3.589141794349482,1,1,1,1.0,9.495843500558307,0,1,1,1,1,0,27.421448974292307,9.485431,29,8,2,True,12.0,1.0,1.0
45244.0,2384.219970703125,18.97643697139958,1,2,0,0,3.7028267103646053,2,2,1,5.9828421003149295,36.49180327868854,0,1,1,1,1,0,25.252606903241468,6.661204,19,2,2,True,12.0,2.0,2.0
56509.0,34.490001678466804,1638.4168527101106,1,1,0,0,3.4021128886205854,2,2,1,1.0,7.646308629729352,0,1,1,1,1,0,32.47817566363803,8.705100999999999,50,12,2,True,12.0,1.0,1.0
60486.0,222.1999969482422,272.2142251608096,1,2,0,1,3.517575051005538,1,1,1,1.0,11.144192776448266,0,1,1,1,1,0,31.338818249813,8.108423,49,2,1,True,12.0,1.0,1.0
12950.0,244.75999450683597,52.90897324169664,1,2,0,0,3.288877576991601,2,2,1,1.0,6.115394841797403,0,1,1,1,1,0,24.84331912760089,8.399084,50,7,2,True,12.0,1.0,1.0
