poblacion_canton,superficie_canton,densidad_poblacion,urbano,sexo,dependencia_demografica,ocupa_vivienda,promedio_ocupantes,vivienda_buen_estado,vivienda_hacinada,alfabetismo,escolaridad_promedio,educacion_regular,fuera_fuerza_trabajo,participacion_fuerza_trabajo,asegurado,extranjero,discapacidad,no_asegurado,porcentaje_jefatura_femenina,porcentaje_jefatura_compartida,edad,voto_primera_ronda,voto_segunda_ronda,es_entrenamiento,prediccion_r1,prediccion_r2,prediccion_r2_con_r1
-0.568412586066527,-0.6495658911580107,-0.4701895611577259,0.0,0.9940178924831046,0.0,-0.6158817620514384,0.2694288144754771,0.6158817620514382,0.6158817620514382,0.0,1.4683934497168085,1.3254528375227903,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.9131949674584791,-1.0548163969583977,12.0,2.0,True,2.0,2.0,2.0
-0.7564542086998269,-0.6941006222772363,-0.47492257447998676,0.0,0.9940178924831046,0.0,-0.6158817620514384,0.6297806184993509,0.6158817620514382,0.6158817620514382,0.0,-0.6040915782127867,-0.7174702319538926,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.04681750523022557,1.090165701948382,12.0,1.0,True,11.0,1.0,1.0
0.14009762420053204,-0.7987484334205981,1.246230923090564,0.0,0.9940178924831046,0.0,-0.6158817620514384,-0.08256688653485521,0.6158817620514382,0.6158817620514382,0.0,2.036498266541112,1.9003676583765765,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.006625825479436809,-1.0548163969583977,2.0,2.0,True,2.0,2.0,2.0
-0.47780474444718746,-0.8158560179060047,1.4718460160948192,0.0,0.9940178924831046,0.0,1.6236882817719738,-0.8333291473536452,-1.623688281771974,-1.623688281771974,0.0,-0.6040915782127867,-0.5048443863985711,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.719239849035576,1.090165701948382,13.0,1.0,True,6.0,1.0,1.0
0.13929238634091254,1.193465462523201,-0.6176030196167734,0.0,-1.0060181084889364,0.0,1.6236882817719738,-0.5903160530382469,-1.623688281771974,-1.623688281771974,0.0,-0.6040915782127867,-0.6460743178995048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.561855985194252,1.1759649859046533,13.0,1.0,True,6.0,1.0,1.0
0.14009762420053204,-0.7987484334205981,1.246230923090564,0.0,-1.0060181084889364,0.0,-0.6158817620514384,-0.08256688653485521,0.6158817620514382,0.6158817620514382,0.0,-0.6040915782127867,-0.4506647381620131,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.006625825479436809,1.090165701948382,3.0,1.0,True,13.0,1.0,1.0
-0.9051258941351147,2.257986242418544,-0.6443335665624352,0.0,0.9940178924831046,0.0,-0.6158817620514384,1.6859516533069856,0.6158817620514382,0.6158817620514382,0.0,1.0294493791178279,0.7839155270047096,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.3268495232785331,-1.4838128167397537,4.0,2.0,True,2.0,2.0,2.0
1.8720032126701676,-0.4060661227982002,-0.30942454300842476,0.0,0.9940178924831046,0.0,-0.6158817620514384,-0.26962659531797945,0.6158817620514382,0.6158817620514382,0.0,-0.6040915782127867,-0.5854146642986745,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18833273281649396,0.23217286238567011,2.0,1.0,True,11.0,1.0,1.0
0.7429234624612217,2.849930715396027,-0.6246216261838196,0.0,-1.0060181084889364,0.0,-0.6158817620514384,0.47731289359012463,0.6158817620514382,0.6158817620514382,0.0,1.2054436623469602,1.010961373996191,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18720377763133286,-1.0548163969583977,12.0,1.0,True,12.0,1.0,2.0
-0.05421246546303667,-0.7840832160753747,0.5007981035134066,0.0,-1.0060181084889364,0.0,-0.6158817620514384,0.7620532870553347,0.6158817620514382,0.6158817620514382,0.0,-0.6040915782127867,-0.4940037182940071,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6548881532541737,1.090165701948382,7.0,1.0,True,11.0,1.0,1.0
